,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
train_loss,1.4371750177036633,1.0825305045734752,1.0403552371805365,1.1604061772606589,0.942901687188582,0.9080243483456698,0.8098117683150552,0.8199861452796242,0.8141698455810547,0.8343091594089161,0.7704231598160484,0.7008155046809803,0.6993656370856545,0.6349438554590399,0.6157808553088795,0.6853640406781977,0.5738800331679258,0.612303970076821,0.5532103284922513,0.5119269088181583,0.5515720142017712,0.5038741002299569,0.5617365651780909,0.5872913193702698,0.4610848302190954,0.40318184690041975,0.3858300243724476,0.40510930213061247,0.4095512265508825
train_acc,0.43272728,0.52363634,0.52363634,0.50545454,0.5490909,0.56363636,0.6109091,0.6036364,0.57454544,0.62545455,0.6218182,0.6290909,0.69454545,0.68,0.68363637,0.70181817,0.76363635,0.7309091,0.7236364,0.76363635,0.7090909,0.7709091,0.7236364,0.7090909,0.77454543,0.82545453,0.8109091,0.8509091,0.82545453
valid_loss,0.75235997578677,0.7309207205011063,0.7278146713721652,0.6703297090129692,0.6367705078685985,0.6133713121173763,0.6048025899574536,0.6111211531302508,0.6084625330291876,0.5976818269040404,0.5792770230469584,0.5773931280905459,0.5855852044930979,0.5980718220983233,0.5789595226279828,0.5631366657609699,0.5601416981520773,0.5568292060819995,0.5610383258146399,0.5407162591689775,0.5388178384604574,0.5495267147276582,0.5666684743736973,0.543971970552156,0.5315123641190409,0.5386205385713017,0.5519489125043404,0.5507244567911164,0.5382571000011027
valid_acc,0.5294118,0.49579835,0.5294118,0.5546219,0.5966387,0.6302521,0.5882353,0.60504204,0.6134454,0.62184876,0.6554622,0.64705884,0.6386555,0.62184876,0.6386555,0.6722689,0.6806723,0.68907565,0.66386557,0.73109245,0.73109245,0.6806723,0.6806723,0.71428573,0.7394958,0.7058824,0.697479,0.7058824,0.7226891
