,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
train_loss,1.0471117861416874,0.9249909698557691,0.8434175382666036,0.8127207999326744,0.7102961345594756,0.6050190868831816,0.5700896205950756,0.6136010556804891,0.35285696944817396,0.591602393761784,0.5489707996650618,0.5164681486531991,0.3934498554995271,0.341203973609574,0.3629881599727942,0.3194462506949496,0.4011063226023499,0.2921950859682901,0.2865352219059354,0.22432156545775278,0.27824312489048963,0.20056284426831875,0.26107229647182284,0.2199769216735347,0.16690552417112856,0.16916414507392313,0.22413375629048768,0.2008739810208885,0.1760310239735104,0.19703554975337723,0.19383718306515493,0.14131613866407045,0.15359129275188965,0.12714710649178954,0.16214680621007674,0.13087874873965777,0.12344781035671429,0.14735055456356128,0.14100229790827043,0.12463478183969348,0.15693792629809605,0.09826896486639165,0.13693240974225154,0.10825969395386119,0.08630196402977112,0.09888072560230891,0.13038931133187548,0.09940773588256771,0.10762343646920457
train_acc,0.48979592,0.585034,0.6122449,0.65986395,0.67346936,0.70068026,0.7482993,0.7482993,0.82312924,0.7210884,0.7346939,0.7823129,0.8095238,0.8435374,0.7823129,0.877551,0.82312924,0.8843537,0.8503401,0.92517006,0.8707483,0.92517006,0.877551,0.93197274,0.95918363,0.92517006,0.9047619,0.8843537,0.9387755,0.93197274,0.9115646,0.9455782,0.93197274,0.95918363,0.92517006,0.9659864,0.95918363,0.9455782,0.9387755,0.9727891,0.95918363,0.9659864,0.95918363,0.9659864,0.97959185,0.9727891,0.95238096,0.9727891,0.95918363
valid_loss,0.741188108921051,0.6822292804718018,0.6353098750114441,0.5963010191917419,0.564309298992157,0.5475313663482666,0.5460992455482483,0.5578359961509705,0.550983190536499,0.5187920928001404,0.4818662405014038,0.4563576579093933,0.449860543012619,0.44835054874420166,0.45302462577819824,0.4499296545982361,0.4370124042034149,0.42815688252449036,0.4254288673400879,0.426740437746048,0.4153795838356018,0.3958882689476013,0.3921275734901428,0.3898393511772156,0.3827315866947174,0.3825688660144806,0.39044657349586487,0.3935110569000244,0.3835862874984741,0.37421420216560364,0.36683082580566406,0.3641171157360077,0.3620935380458832,0.36069002747535706,0.36075887084007263,0.3644919991493225,0.3628120422363281,0.35780254006385803,0.3565414547920227,0.3560878038406372,0.35368475317955017,0.35073322057724,0.34944137930870056,0.3487051725387573,0.34824299812316895,0.34921950101852417,0.35018226504325867,0.3492429554462433,0.34943827986717224
valid_acc,0.4603175,0.50793654,0.5555556,0.6666667,0.6825397,0.6825397,0.73015875,0.6984127,0.6984127,0.74603176,0.77777785,0.76190484,0.76190484,0.79365087,0.79365087,0.79365087,0.8095239,0.8095239,0.8095239,0.8095239,0.8095239,0.8095239,0.76190484,0.74603176,0.77777785,0.8412699,0.8412699,0.8412699,0.8412699,0.8412699,0.8412699,0.8253969,0.8253969,0.8412699,0.8412699,0.8412699,0.8412699,0.8412699,0.8412699,0.8412699,0.8412699,0.8253969,0.8253969,0.8253969,0.8253969,0.8412699,0.8412699,0.8412699,0.8412699
