,0,1,2,3,4,5
train_loss,1.2148500567625378,1.106302826857764,0.8317468107239274,1.0422980790295877,0.8848760369395422,0.9675737491323928
train_acc,0.4628099,0.5041322,0.61570245,0.5371901,0.5702479,0.5371901
valid_loss,0.7629154003583468,0.7546388185941256,0.75678774026724,0.7586441040039062,0.7604862726651705,0.7609516611466041
valid_acc,0.49038464,0.48076925,0.5,0.5,0.5192308,0.52884614
