,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
train_loss,1.1924449927370313,1.0771027501200285,1.0316641733679972,0.881454370391201,0.869132141831895,0.7939669036529433,0.6775104932382073,0.6474804542434047,0.6330945307100323,0.6567268908863336,0.6950274945144922,0.6049482066866377,0.5979578348112778,0.5914718789953581,0.45401855169887273,0.517714585216952,0.4594860223817154,0.4848185265567941,0.5089183751965912,0.4468435586338312,0.4166769091512116,0.4661101849985794,0.38386346735584903,0.3281959752801438,0.36076077902820747,0.3179781201859595,0.38516716218330493,0.29074445366859436,0.31815628644446253,0.38153381204940906,0.26478892186997643,0.25998911492421595,0.28057855829386646
train_acc,0.5105634,0.54577464,0.5105634,0.5950704,0.6056338,0.6302817,0.6549296,0.6866197,0.69014084,0.70422536,0.67957747,0.71478873,0.72887325,0.7253521,0.79577464,0.7640845,0.778169,0.79577464,0.79577464,0.79577464,0.82042253,0.78521127,0.83450705,0.8450704,0.83802813,0.85211265,0.82746476,0.85915494,0.8556338,0.80985916,0.8873239,0.8838028,0.8943662
valid_loss,0.8814772992837624,0.8720841974508567,0.793158088551193,0.7560132028626614,0.7526303568824393,0.7156134208694833,0.7065289167107128,0.6919123286106548,0.6635357493259868,0.6147409618877974,0.6541148013755923,0.6664802774054105,0.6059125857275041,0.5856412678468422,0.6107877219309572,0.6317655766596559,0.5751165151596069,0.5601408764964244,0.5694663299888861,0.5773748178951076,0.5934616894018455,0.5594228027296848,0.5510171622526451,0.5503960222494407,0.5583931002460543,0.5763760868643151,0.5559180994502834,0.5044314543731877,0.5023068683069261,0.5070704202182957,0.5262594652957604,0.5279700296824096,0.5079130080879711
valid_acc,0.5081967,0.5081967,0.52459013,0.5901639,0.5983606,0.6475409,0.6475409,0.6639344,0.6721311,0.68032783,0.68852454,0.6639344,0.71311474,0.71311474,0.71311474,0.70491797,0.72131145,0.76229507,0.7377049,0.7377049,0.7377049,0.76229507,0.7459016,0.7459016,0.76229507,0.7786885,0.7786885,0.7704918,0.7786885,0.7868852,0.8032786,0.8196721,0.7868852
