model_name,accuracy,auc,hl_return,hl_volatility,hl_annualized_sharpe,decile_1_return,decile_1_sharpe,decile_2_return,decile_2_sharpe,decile_3_return,decile_3_sharpe,decile_4_return,decile_4_sharpe,decile_5_return,decile_5_sharpe,decile_6_return,decile_6_sharpe,decile_7_return,decile_7_sharpe,decile_8_return,decile_8_sharpe,decile_9_return,decile_9_sharpe,decile_10_return,decile_10_sharpe
CNN5d_RET5,0.5756236495776861,0.5041484913889351,0.01718213058419238,0.6952800856467795,0.3922992657934807,0.5827196858124694,18.75212051335074,0.5736738703339882,18.407510733397636,0.5859528487229863,18.87735735932408,0.5478645066273933,17.46759071381694,0.5736738703339882,18.407510733397633,0.5722003929273084,18.352161991600386,0.5537555228276878,17.676814429233723,0.5923379174852652,19.128019449747423,0.5741650294695482,18.42600827357408,0.5999018163966617,19.430902909767894
