,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
train_loss,0.7306316208594307,0.7133097809929091,0.7024864194028144,0.6938930313333468,0.6893652327261425,0.6820687933344416,0.6724589928284921,0.6684330860155429,0.6563013412780847,0.6517257101339047,0.6493259815415862,0.646783464168237,0.640579615741612,0.6297656608707675,0.627197810529702,0.6198482784704222,0.6215053351099672,0.61086679457227,0.6025770768154725,0.5981756442949221,0.5956381822864557,0.5877091512725763,0.5821670739310886,0.5815273703684837,0.5835634010902674
train_acc,0.56015563,0.5815504,0.5818283,0.5807169,0.58405113,0.59016395,0.6021117,0.6085024,0.6215616,0.63073075,0.6321201,0.6312865,0.6424007,0.6540706,0.6585163,0.66963047,0.67018616,0.6793554,0.6893582,0.69324815,0.6985274,0.7115866,0.7157544,0.7115866,0.7024174
valid_loss,0.6949807243229735,0.6789484644623754,0.6727631130700596,0.671326354773726,0.669767198590435,0.6639369025063531,0.6717188809880635,0.6604996079256684,0.6598113584812013,0.6682108083060246,0.6542385031245238,0.6585565413350187,0.6514293350960169,0.6471594811953745,0.6465882772527881,0.6448402938638812,0.6445292722305846,0.6452630421826381,0.6414983507030905,0.6422154500124444,0.6375397072159773,0.636148499693101,0.6357935663947639,0.6432301368484695,0.6371682053329261
valid_acc,0.6092028,0.6092028,0.61568373,0.6007777,0.6195722,0.6312378,0.5981853,0.6215165,0.61892414,0.6169799,0.62346077,0.6260531,0.6370706,0.6448477,0.64355147,0.64614385,0.6416072,0.6441996,0.64744,0.64614385,0.6526247,0.6591056,0.6584575,0.6416072,0.6454958
