,0,1,2,3,4,5
train_loss,0.9396342948425648,0.9824962031009585,0.9208994610365047,0.8879029465276141,0.8761229756266572,0.9144684916318849
train_acc,0.5627907,0.53953487,0.5813953,0.59069765,0.5488372,0.5767442
valid_loss,0.7726495567188468,0.7716481345956043,0.7995444856664186,0.7783080948296414,0.7813549785203832,0.7960748076438904
valid_acc,0.4623656,0.47311828,0.5268817,0.5483871,0.47311828,0.49462366
