,0,1,2,3,4,5,6,7,8,9
train_loss,1.0318666985540679,1.104131033926299,0.9247306368567727,0.9508984432075963,0.903056780497233,0.8116102453434106,0.6405422362414274,0.7465964375120221,0.6921768116228508,0.6458595340902155
train_acc,0.5227273,0.54924244,0.594697,0.56439394,0.5909091,0.61742425,0.68560606,0.64015156,0.6666667,0.7159091
valid_loss,0.7653256027322066,0.7342283683910704,0.7200520969273752,0.7152732997609857,0.7138752236700895,0.7086500682328877,0.7102324377026474,0.7699694936735588,0.7308712863085562,0.7093811181553623
valid_acc,0.49122807,0.57017547,0.622807,0.6315789,0.6403509,0.6315789,0.64912283,0.6052632,0.622807,0.64912283
