,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
train_loss,1.1284418906251046,0.9010084488620497,0.8735528785888463,0.6827092126624225,0.6330673477421068,0.5372965682042788,0.5638261576221414,0.48897416656964443,0.4108831227642216,0.3644987414960992,0.3645700998502235,0.31202589432670647,0.3013204436596126,0.2957894152157927,0.2902770889948492,0.2793290619980799,0.25831852049043735,0.24726553375590338,0.25258408809361393,0.17336499633854383,0.1854689989187946,0.175522020826601,0.16527703028835664,0.15343720823118132,0.1290462225267332,0.12062603994591595,0.1490402119821065,0.13362625596457964,0.13106530925182447,0.1327948764987188,0.12288363551440304,0.1115662136102376,0.0961570896310349,0.09634621245403813,0.088852773116876,0.08350643029768173
train_acc,0.53150684,0.5972603,0.61095893,0.67945206,0.690411,0.75616443,0.7534247,0.80547947,0.8082192,0.8383562,0.81369865,0.860274,0.8767123,0.8684932,0.8657535,0.8767123,0.8958904,0.9041096,0.90136987,0.9452055,0.9369863,0.9369863,0.9452055,0.9452055,0.95068496,0.95890415,0.95068496,0.9534247,0.9561644,0.9369863,0.9452055,0.9616439,0.9643836,0.96986306,0.9726028,0.9726028
valid_loss,0.6758585173612947,0.5916807131402811,0.5274831394481051,0.4503214524430075,0.3916418205021293,0.3493324303702944,0.33787052570634585,0.29554767631421425,0.255885032711515,0.2404807264068324,0.220676131119394,0.2227348283787442,0.20111153023258135,0.18309978001816257,0.1692769460047886,0.18233810953653543,0.16970703053246639,0.15223346508232652,0.13762145313867338,0.15676887247972426,0.14849972563564398,0.12446393774952857,0.11816731266155364,0.12852547948907136,0.11879231757039477,0.1012083015813949,0.11380800581092287,0.10130279321389593,0.09348360738556856,0.11197666918775838,0.09934961719877401,0.08039467236038986,0.0904659048007552,0.11198406737701148,0.10885886520526972,0.08597199803894492
valid_acc,0.566879,0.6751592,0.7324841,0.8535032,0.8789809,0.8789809,0.8789809,0.90445864,0.93630576,0.95541406,0.9681529,0.9426752,0.96178347,0.96178347,0.9745223,0.9490446,0.9490446,0.9681529,0.9808917,0.93630576,0.9490446,0.9745223,0.9808917,0.95541406,0.9681529,0.9808917,0.9681529,0.9745223,0.9745223,0.96178347,0.9681529,0.9808917,0.9745223,0.96178347,0.96178347,0.9745223
