,0,1,2,3,4,5,6,7,8
train_loss,1.3237646107088055,1.1090818999106424,1.043745101543895,1.0438854934876425,0.9140311029919407,0.9748814712490952,0.8744798271279586,0.8185330650262665,0.9269444283686186
train_acc,0.5263158,0.5350877,0.5219298,0.51754385,0.54385966,0.55701756,0.5964912,0.6622807,0.5482456
valid_loss,0.7695361923198311,0.8493769485123304,0.79015899799308,0.7509017002825834,0.7482415802624761,0.748445700625984,0.7611014429403811,0.7619038321533982,0.750948757541423
valid_acc,0.5102041,0.3877551,0.40816325,0.57142854,0.5816326,0.59183675,0.53061223,0.52040815,0.56122446
