,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
train_loss,1.213268248240153,1.0813968170772899,0.9548705119075197,0.8189318591898138,0.8381580183000276,0.8582353407686407,0.738221285198674,0.7714505087245594,0.7040924270947774,0.7098234277783018,0.6446577216639663,0.6685751474264896,0.602885229659803,0.5166184192354029,0.5359167389797442,0.4787769729440862,0.5283667564392089,0.5069553313833295,0.4410267508391178,0.4192334861466379,0.42641494021271215,0.34621931784080734,0.38782795198035963,0.42502546816161185,0.307581270644159,0.2747520609335466,0.28498494733463636,0.2527529613538222,0.35076284607251484,0.2550071659413251,0.3038564586278164,0.23588377137978872,0.26500821808973946,0.19911458889643352,0.2840695930249763,0.17895707451935972,0.22646451104771007,0.26749240385763573,0.18230577165430242
train_acc,0.5030303,0.47878787,0.5333333,0.59999996,0.6181818,0.61212116,0.660606,0.6181818,0.6848485,0.6848485,0.7090909,0.6969697,0.75151515,0.76363635,0.75757575,0.76363635,0.7393939,0.79393935,0.79999995,0.78181815,0.79999995,0.8666666,0.8242424,0.8242424,0.8666666,0.860606,0.8787879,0.860606,0.8424242,0.9151515,0.860606,0.9151515,0.8666666,0.9151515,0.8787879,0.9333333,0.9090909,0.8969697,0.94545454
valid_loss,0.7426928802275322,0.7089590438654725,0.6781393877217468,0.6562389236100963,0.6328291683129861,0.6109072419119553,0.5901024694174108,0.5790817082767755,0.5681033713716857,0.5433298676786288,0.5227011677245019,0.50495505836648,0.48864565852662206,0.47446978763795233,0.4634121190494215,0.4525079290631791,0.44097121164832315,0.42775260730528497,0.41636612759509556,0.4152839826026433,0.4267514839138783,0.42408389860475565,0.3976536959829465,0.383982047228746,0.3916831444686567,0.3849858817919879,0.3689150396786945,0.3680631163674341,0.37825350106601985,0.3835403952800052,0.37479143327390646,0.3572135416554733,0.34625409774377314,0.34450077632783166,0.3404891153036709,0.3444237625095206,0.35021605709908715,0.34599551432569264,0.3410049811215468
valid_acc,0.53521127,0.56338024,0.6056338,0.63380283,0.6478873,0.6619718,0.69014084,0.6760563,0.69014084,0.70422536,0.7183098,0.73239434,0.73239434,0.73239434,0.74647886,0.74647886,0.7746479,0.80281687,0.80281687,0.8309859,0.8169014,0.8169014,0.8309859,0.8169014,0.7887324,0.80281687,0.8309859,0.8309859,0.8450704,0.8169014,0.8450704,0.8450704,0.85915494,0.8309859,0.8450704,0.8732394,0.8732394,0.8732394,0.8732394
