,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
train_loss,1.2344523988007585,0.9952583737757014,0.9761964534891063,0.9004006680400892,0.9350194350969746,0.8125957753009723,0.8583210925946291,0.8668647885779311,0.8160208678336892,0.8029971031393585,0.7635309015654056,0.8329158212946749,0.719214641956534,0.7129996062695295,0.6637137064075105,0.67880052533643,0.7343449599441441
train_acc,0.49042144,0.532567,0.55172414,0.5670498,0.55172414,0.6551724,0.6321839,0.6015326,0.60536397,0.6091954,0.63984674,0.6436781,0.6475096,0.6934866,0.66283524,0.6666666,0.6551724
valid_loss,0.7565900704502004,0.717497564522566,0.7478374954873481,0.7609930771642026,0.7360030882126463,0.7084399408998743,0.7238944726707661,0.7272127170478349,0.6972450402985632,0.6872606773292069,0.7103073855416965,0.6980698092848854,0.6702234396892311,0.671425033987096,0.692577231774288,0.6774580610536896,0.6966293480543964
valid_acc,0.539823,0.59292036,0.54867256,0.54867256,0.539823,0.6017699,0.54867256,0.54867256,0.61946905,0.6637168,0.57522124,0.59292036,0.69911504,0.6814159,0.65486723,0.6637168,0.63716817
