,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
train_loss,1.7020117716281276,1.2488036819340027,1.1935112685272373,1.118852685202438,1.0261248597984052,0.9566858040098473,0.8669138538468745,0.8832420536742587,0.9038377623377797,0.6641682017709791,0.6897017353588772,0.751008649871931,0.7069622145075978,0.7718444775879588,0.6813219667914807,0.6862561409825721,0.5237182077673292,0.6166459143776255,0.5485774094296485,0.5699237618864197,0.5034206597665741,0.5206434081510171,0.5049679166672566,0.5268130810400055,0.47928104470275934,0.4404975418577489,0.4328267455510667,0.4566215108760034,0.4072631372209267,0.40099934624232786,0.3677872281099103,0.3734604615935755,0.3303088785446796,0.35808165898847416,0.3557302869881961,0.30990620064981206,0.3110499883333023
train_acc,0.45360824,0.5120275,0.5498282,0.5463918,0.5360825,0.59450173,0.60824746,0.6151203,0.55670106,0.6666667,0.6666667,0.6494846,0.6563574,0.6323024,0.6838488,0.68728524,0.7457045,0.72164947,0.72164947,0.742268,0.76632303,0.78006876,0.76632303,0.77319586,0.7869416,0.78350514,0.8109966,0.78006876,0.8109966,0.8041237,0.83161515,0.8281787,0.8694158,0.83161515,0.83161515,0.87285227,0.87628865
valid_loss,0.7828991646766663,0.6955936999320984,0.6815633621215821,0.7649703321456909,0.8478884739875794,0.6970013589859009,0.6475634393692017,0.6358085041046142,0.6412402892112732,0.6367131047248841,0.6273708877563476,0.5993308711051941,0.5902798290252685,0.5721702365875244,0.5643061451911926,0.555936713218689,0.5581929993629455,0.5523116917610168,0.5417937183380127,0.5414595575332641,0.545766859292984,0.5545255169868469,0.5358630971908569,0.5251909704208374,0.5206247401237488,0.5342912065982819,0.5550842175483703,0.5335548133850098,0.513971039056778,0.5086999731063843,0.5092036342620849,0.5039519498348236,0.49611338376998904,0.5023051586151123,0.5180680532455444,0.5116786317825317,0.5016294903755188
valid_acc,0.56,0.648,0.624,0.504,0.48800004,0.6,0.688,0.688,0.648,0.648,0.656,0.68,0.68,0.712,0.72,0.72800004,0.73600006,0.73600006,0.768,0.76000005,0.75200003,0.72,0.76000005,0.79200006,0.79200006,0.776,0.72800004,0.78400004,0.78400004,0.78400004,0.8,0.8,0.78400004,0.808,0.79200006,0.8,0.79200006
