,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
train_loss,1.1146807172350102,1.0839614316405897,1.0115985600940953,1.034562042069509,1.015558185868957,0.9491262961836422,0.942051113389963,1.0459197848204858,0.9141442801561149,1.0007932335599656,0.9568372459234468,0.9026386347533011,0.9238953372642352,0.9378641175780872,0.9345678116884025,0.8921989970162926,0.8829287288727775,0.9220069074778365,0.9345109034617988,0.795932368966448,0.8823116895953199,0.8212727114512086,0.8571358782588144,0.8838396552177405,0.9032436972801161,0.8145083333870206
train_acc,0.48297212,0.5139319,0.52012384,0.55108356,0.55417955,0.5603715,0.55417955,0.51702785,0.52631575,0.52631575,0.55417955,0.5696594,0.5665634,0.5448916,0.5077399,0.55727553,0.5603715,0.52941173,0.5634675,0.622291,0.6006192,0.5944272,0.5417957,0.58823526,0.5758514,0.61609906
valid_loss,0.9245659400233261,0.8600922385565668,0.8171247526896086,0.8076882876938195,0.799903712684302,0.7907477205605815,0.786892665804719,0.7829022398955531,0.7802638544453134,0.7787981950979439,0.767303582146871,0.7580625659270253,0.7534374024370591,0.7437825202941895,0.7388939407231997,0.7403760706778053,0.752131455665012,0.7417198183725207,0.7327052213305192,0.7173233105124329,0.716725946330338,0.7109805765769465,0.7113481571348451,0.7171320713681283,0.7275226686498244,0.7325907062283523
valid_acc,0.4820144,0.4964029,0.52517986,0.51798564,0.5323741,0.52517986,0.50359714,0.50359714,0.48920864,0.51079136,0.52517986,0.52517986,0.53956836,0.5323741,0.5323741,0.5323741,0.55395687,0.53956836,0.5467626,0.5611511,0.52517986,0.55395687,0.53956836,0.55395687,0.5683453,0.5611511
