,0,1,2,3,4,5,6,7,8
train_loss,1.0962918925570302,1.0788584543889261,1.01002624547814,0.9750368590373917,0.8995686287424004,0.9901733134847238,0.9721428079909062,0.9901798849561775,0.9388455361484056
train_acc,0.52191234,0.5099602,0.55378485,0.52191234,0.58565736,0.52191234,0.56175303,0.5099602,0.58565736
valid_loss,0.7797353234859782,0.7539693341342681,0.7499959786003882,0.7495895591350871,0.7493635109805186,0.7496696978534033,0.7545259272286652,0.7571281741518493,0.7543175876687426
valid_acc,0.559633,0.55045867,0.5412844,0.55045867,0.5963302,0.5688073,0.55045867,0.559633,0.5688073
