,0,1,2,3,4,5,6
train_loss,1.6153346819755359,1.2161388397216797,0.9937762923729725,0.9426265190809201,0.9948877631089627,0.8868987086491708,0.8431205718945234
train_acc,0.45512822,0.48076925,0.53525645,0.55448717,0.55128205,0.5673077,0.6346154
valid_loss,1.2153949648586673,0.8479203430574331,0.7583620921889348,0.7763007558993439,0.7993919609197929,0.7902762213749672,0.7629669068464592
valid_acc,0.43283582,0.44776118,0.52238804,0.5597015,0.5597015,0.5597015,0.5447761
