,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
train_loss,1.5102535766214662,1.2974410574631334,1.090843502737025,1.0921532594436427,1.1296875926523446,1.0836373183650903,1.1315773547332058,1.0131923749353537,1.074048226626318,1.0191168942061184,1.1074246639034502,0.9662204677524091,0.8926760180989194,1.026247279075541,0.954043197462143,0.9802130437406357,0.9110910438557961,0.8658730167086862,0.9086959811716318,0.9525973425641179,0.9790112338032162,0.8969931186730327,0.8287530229609208,0.8226502894082528,0.810699954151683,0.850365924453396,0.8330392360263024,0.9077487609140389,0.7693025005245548,0.741966801393923,0.8111967987437265,0.74525796200457,0.8907015981199055,0.8116445842586802,0.7654660645328807
train_acc,0.4519573,0.4163701,0.5480427,0.54448396,0.49466193,0.5053381,0.47686833,0.5338078,0.5017794,0.5124555,0.50889677,0.54092526,0.5516014,0.48398575,0.5017794,0.5124555,0.57295376,0.569395,0.57651246,0.54448396,0.5338078,0.5516014,0.5871886,0.6441281,0.5836299,0.6014235,0.6049822,0.56227756,0.64768684,0.65124553,0.61565834,0.6405694,0.53736657,0.569395,0.63345194
valid_loss,1.5206709174085256,1.1533906183952143,1.0135453845843796,0.9442832159601953,0.9023467450102499,0.8713830743939424,0.850222317147846,0.8365704180780521,0.8219878767147537,0.8079579206537609,0.802654906737903,0.7988970082653456,0.7892633701158949,0.7823961519997967,0.7799236562626422,0.7723161927924669,0.766929705280903,0.764808350850728,0.7638406783096061,0.7579442129647436,0.7529606730484766,0.7505879461272689,0.7484920128317903,0.7451522547351427,0.7425443953719021,0.7419267656389347,0.7392882478138632,0.7386483141213409,0.7393025110575778,0.7374617841618121,0.7365340255508738,0.7369591554334342,0.7376498294270728,0.7381253291752713,0.7371451977855903
valid_acc,0.45454544,0.49586776,0.4628099,0.47933882,0.47933882,0.48760328,0.4628099,0.4628099,0.5123967,0.446281,0.45454544,0.4628099,0.4628099,0.48760328,0.5289256,0.5289256,0.5123967,0.45454544,0.4628099,0.47107437,0.5123967,0.5371901,0.553719,0.5454545,0.553719,0.553719,0.5454545,0.5371901,0.5123967,0.5454545,0.553719,0.553719,0.5454545,0.5123967,0.5123967
