,0,1,2,3,4,5,6,7,8,9,10
train_loss,1.1185614273014954,1.0837284024757674,0.9853790671513554,1.0572499989960265,0.914556116242952,0.8523932886526051,0.8717526235157931,0.8351416117531337,0.7602085810673388,0.6545220854916151,0.7113267769290426
train_acc,0.5189873,0.48945147,0.5611814,0.5274261,0.58649784,0.6033755,0.6033755,0.62447256,0.64135015,0.7130801,0.6371308
valid_loss,0.9177364070438644,0.8230680927489568,0.7619950047974448,0.7506459673631538,0.7368588679045149,0.7338305636517053,0.7263875534233538,0.7365785507322515,0.7573531750336434,0.7616572050214971,0.7340170150821649
valid_acc,0.49514565,0.47572815,0.5631068,0.592233,0.5825243,0.592233,0.5825243,0.61165047,0.631068,0.592233,0.65048546
