,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
train_loss,0.8258287174792229,0.8311293992815139,0.7076228374167334,0.6669793559026115,0.5003576799284054,0.49676595911195004,0.44800896735130985,0.4411995716487305,0.5311810276176356,0.31819383479371854,0.34221603561051284,0.2781372341928603,0.308605796174158,0.33249778498577165,0.2957000238231466,0.24700908947594558,0.19479520732088934,0.22084857447992398,0.16691980765590184,0.20909666411484343,0.18520919884307474,0.21890663459331175,0.12691936066633538,0.14177551544919798,0.1839209295149091,0.2207292666352248,0.19897601574282103,0.1321448246606543,0.14586926110183138,0.1834274928403806,0.13870649473576607,0.12195127292335788,0.1415509831490396,0.08536809833743904
train_acc,0.6329114,0.5886076,0.68354434,0.6772152,0.778481,0.7848101,0.77215195,0.79746836,0.7468355,0.8417722,0.8101266,0.886076,0.8670886,0.8417722,0.8670886,0.8924051,0.93670887,0.8924051,0.943038,0.90506333,0.91772157,0.8987342,0.943038,0.9493671,0.9240506,0.91139245,0.91139245,0.943038,0.96202534,0.91772157,0.9493671,0.96202534,0.9556962,0.9873418
valid_loss,0.6654610931873322,0.5963397061123568,0.5551653031040641,0.521878067184897,0.4905911543790032,0.4616337050409878,0.4375831064055948,0.4188227337949416,0.40156202105914846,0.3785085678100586,0.3650156750398524,0.3645404787624584,0.3489994476823246,0.33404449899406996,0.32484977385577035,0.31918226270114675,0.31369607588824105,0.3015556142610662,0.29192154898363,0.2860301443759133,0.28175844778032866,0.2775622693931355,0.2739394815529094,0.2707455973414814,0.2675645044621299,0.26459551734082837,0.2618187806185554,0.26025984567754407,0.2576115359278286,0.2572798764004427,0.25775447663138895,0.25982510342317466,0.2619278484626728,0.25995327094021964
valid_acc,0.64705884,0.63235295,0.6911765,0.75,0.8088235,0.8382353,0.8382353,0.85294116,0.85294116,0.8382353,0.8382353,0.8382353,0.85294116,0.86764705,0.8382353,0.8382353,0.8382353,0.85294116,0.85294116,0.85294116,0.85294116,0.86764705,0.86764705,0.86764705,0.86764705,0.86764705,0.86764705,0.86764705,0.88235295,0.88235295,0.88235295,0.88235295,0.88235295,0.88235295
