,0,1,2,3,4,5,6,7
train_loss,0.9908274724645522,0.9410450919546356,0.8094836159045642,0.6867459630503238,0.6977091188569671,0.6374432942242299,0.5822361890937904,0.5552719632784525
train_acc,0.5760518,0.57281554,0.6601942,0.69902915,0.7022654,0.6893204,0.74757284,0.78640777
valid_loss,0.662184416799617,0.6383347327547862,0.5864800996798322,0.5722337997049317,0.5953018322474974,0.5831844575871202,0.5746515839171589,0.5836865886261589
valid_acc,0.6616542,0.631579,0.63909775,0.63909775,0.66917294,0.69172937,0.69172937,0.70676696
