,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
train_loss,1.3277363220850626,1.1641730414496527,1.1511208370879844,0.9761118032314159,0.9378046574415984,0.8618311634770146,0.8160209982483475,0.8955678878007112,0.8476745402371442,0.8201918186964812,0.7757244399300328,0.8347604424865157,0.6879853014592772,0.7185157811200177,0.6572524768334848,0.6669630626837413,0.5755166636572944,0.6198769242675216,0.5443333985628905,0.5459098169097194
train_acc,0.5037037,0.48518518,0.47407407,0.54814816,0.5703704,0.5740741,0.6074074,0.57777774,0.64074075,0.6074074,0.6333333,0.6444444,0.71111107,0.68888885,0.67037034,0.6814815,0.7185185,0.69259256,0.74814814,0.7148148
valid_loss,0.8946433457834967,0.8028795390293516,0.7885482907295227,0.772445559501648,0.7709226978236231,0.7917239439898524,0.7319942075630714,0.7241524416824867,0.705920096101432,0.6941963125919474,0.6883819370434202,0.6802430214553044,0.6826563683049433,0.6716727141676277,0.6682293682262815,0.6642793519743557,0.6766611974814842,0.6661593502965467,0.6675119215044482,0.66714942660825
valid_acc,0.4137931,0.45689654,0.5,0.51724136,0.54310346,0.51724136,0.5862069,0.5603448,0.5948276,0.62931037,0.62068963,0.62931037,0.61206895,0.63793105,0.62931037,0.6637931,0.6465517,0.6465517,0.63793105,0.6637931
