,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
train_loss,1.1595053972957803,0.8832869675519656,0.9669440907540081,0.9324114832946723,0.7294324745806001,0.8320951062998325,0.7180347511236617,0.7350846610480933,0.6304286285270032,0.6688680511584385,0.6542618253248201,0.629602873496872,0.5934867850310511,0.5987520337962419,0.5209063156474408,0.4789643317675419,0.4654632592372757,0.5282071620869122
train_acc,0.52517986,0.5503597,0.5467626,0.6079137,0.6582734,0.64028776,0.676259,0.6510792,0.6906475,0.6798561,0.70143884,0.71582735,0.7266187,0.73021585,0.7697842,0.7553957,0.7949641,0.7697842
valid_loss,0.7849143425623576,0.7240206638971964,0.7137014627456665,0.7266148686408996,0.7352253993352255,0.6810772021611532,0.6535562594731649,0.6674111406008403,0.6855624159177144,0.7118552684783935,0.6488694707552592,0.6478434920310974,0.6508262634277344,0.6148594975471496,0.6597118218739827,0.686117970943451,0.6899839798609416,0.6196158846219381
valid_acc,0.4666667,0.5083334,0.5166667,0.5083334,0.5166667,0.5916667,0.6333334,0.5833334,0.5916667,0.5666667,0.62500006,0.62500006,0.6166667,0.6833334,0.5916667,0.5916667,0.5916667,0.65833336
