,0,1,2,3,4,5,6
train_loss,1.1697435862776162,1.141828633736873,0.9853918794272603,1.1026426899260369,1.0732953254727349,1.053101657093435,1.0252502171889595
train_acc,0.49275362,0.5,0.5072464,0.5217391,0.557971,0.51449275,0.51449275
valid_loss,1.006967544555664,0.8727226853370667,0.8473988175392151,0.8476659655570984,0.856968104839325,0.8601112961769104,0.8597863912582397
valid_acc,0.48333335,0.55,0.5,0.5,0.5,0.5,0.48333335
