,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
train_loss,1.2558037022913784,1.3316718950744504,1.0765871065707247,1.190660192946757,1.0830513987659423,1.1283991090522325,1.1687521569985004,1.0189261456166416,0.963246521870952,0.9472931061894441,0.9774670586113102,1.0056578083471819,0.981311157715222,0.9654015411030162,0.9804653490870452
train_acc,0.4214876,0.40495867,0.48347107,0.4380165,0.46694213,0.45867768,0.47107437,0.5413223,0.48347107,0.60330576,0.5289256,0.49586776,0.5289256,0.5454545,0.5330578
valid_loss,0.8664326346837558,0.7876666279939505,0.7627291771081778,0.7482428321471581,0.7386936132724469,0.7357884553762583,0.7356631068082956,0.7377188618366535,0.7378049355286819,0.736304759979248,0.7352121197260343,0.7353992691406837,0.735244618012355,0.7353258866530198,0.735248680298145
valid_acc,0.4519231,0.48076925,0.5,0.53846157,0.5,0.5096154,0.5,0.5096154,0.5096154,0.5480769,0.5480769,0.5480769,0.53846157,0.52884614,0.53846157
