,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
train_loss,1.164967183825336,1.1119514301356384,1.2031933909227073,1.0540277786898713,1.1590159578162407,1.1958662017488277,1.0854087665614196,1.0430870579264837,1.053893213533651,1.0883887679265019,1.0419914259689267,0.942422931707358,0.9730231045167658,0.9463374202261494,1.087808518470088,0.9874060815396691,0.8998010736980518,0.9867232545015681,1.0003283753173764,0.8801726024865099,0.8237910290810629,0.8264916252486313,0.9841885199526694,0.8187632241329563,0.9573853584281503,0.8663707456005274,0.846694188530435,0.836264243860285,0.9162861860754118,0.8069783534681747
train_acc,0.48523206,0.48945147,0.47679323,0.53164554,0.49367085,0.50632906,0.5147679,0.464135,0.5147679,0.464135,0.5189873,0.56962025,0.5232067,0.58649784,0.5189873,0.5232067,0.54008436,0.5189873,0.58227843,0.5485232,0.62025315,0.5991561,0.58227843,0.59493667,0.49789026,0.57383966,0.58649784,0.62447256,0.5611814,0.5991561
valid_loss,0.9114899155005668,0.8611165898517498,0.8372686777300048,0.8173333308071766,0.7978817780041,0.7762692055655914,0.7622429196116993,0.748979989186074,0.7395462457416127,0.7363839022164206,0.7344901868440572,0.7401888098531556,0.7429347206087946,0.7354559718983845,0.731844753894991,0.7268289744275288,0.7236705653875777,0.725832881858048,0.7226780699294748,0.7206564412533658,0.7198237967722624,0.7184984116878325,0.7141106574280748,0.7055998566081223,0.701380616831548,0.6989326505985075,0.6997672602968309,0.6998731667555652,0.702165911498579,0.7055635186075007
valid_acc,0.47572815,0.4854369,0.49514565,0.47572815,0.5048544,0.49514565,0.5048544,0.5145631,0.5631068,0.5631068,0.5631068,0.5339806,0.5533981,0.5533981,0.5533981,0.60194176,0.592233,0.5533981,0.5631068,0.5631068,0.57281554,0.57281554,0.5825243,0.631068,0.6407767,0.6407767,0.6213592,0.61165047,0.5825243,0.5533981
