,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
train_loss,0.9733008980751038,1.0393777759178826,0.9587351985599684,0.9290468257406483,1.058965079680733,0.9725945058076279,0.9418780269830124,0.9639725612557453,0.9460191026977871,0.8543382727581522,0.9001464708991672,0.9012143155802851,0.9015405924423882,0.9590626239776612,0.8501911987429079,0.8413446882496709,0.7684771988702856,0.7668183077936587,0.812003373063129,0.7925241527350052
train_acc,0.5521739,0.5217391,0.57826084,0.5347826,0.54782605,0.5565217,0.5652174,0.5695652,0.5347826,0.6130434,0.6130434,0.57391304,0.59565216,0.57391304,0.62608695,0.6434782,0.63478255,0.62608695,0.6173913,0.63043475
valid_loss,0.958922278881073,0.8595069026947022,0.8378497338294983,0.8301168751716613,0.8300313210487366,0.8320487904548645,0.8300892305374146,0.8222073316574097,0.8133456516265869,0.8032858729362488,0.7995932698249817,0.7931837821006775,0.789981279373169,0.785146484375,0.7803456401824951,0.7756634879112244,0.7766911482810974,0.7844781446456909,0.7923805356025696,0.7828504872322083
valid_acc,0.58,0.56,0.57,0.55,0.53999996,0.55,0.55,0.53999996,0.53999996,0.52,0.52,0.51,0.51,0.52,0.52,0.52,0.52,0.56,0.56,0.56
