,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
train_loss,1.2766986938372051,1.1296699221275712,0.9960879746093053,1.0558586833683867,0.971409830872871,0.9833874650741821,0.9845663962298876,0.8838273474614914,0.7369004166833887,0.7802742510081426,0.7000236979358272,0.7498948515550187,0.7332505194563844,0.7924563813971602,0.6826882649502254,0.6051661573588576,0.5969541701551986,0.6163852933334978,0.5236020899254438,0.5822761061529046,0.6244977497619036,0.6316845455126131,0.6138699128203196,0.5183503110659177,0.5623494000195368,0.45115801936959565,0.46336437006519265,0.5102659374067228
train_acc,0.44748858,0.5068493,0.5251141,0.53881276,0.54337895,0.51598173,0.51598173,0.58447486,0.6757991,0.6712328,0.6666666,0.63013697,0.66210043,0.61187214,0.65753424,0.7214612,0.6894977,0.7168949,0.7442922,0.7351598,0.7351598,0.68493146,0.7168949,0.7442922,0.7442922,0.7671233,0.80365294,0.7716895
valid_loss,0.779400024288579,0.7366804003715515,0.731453223604905,0.7299182138944927,0.7417387981163828,0.7777165839546605,0.7550427091749091,0.725623239341535,0.7256053893189681,0.7206547881427564,0.722627025528958,0.7251126659543891,0.7230157620028446,0.7174893812129371,0.7193450388155486,0.717874897153754,0.7088605748979668,0.6963945746421814,0.6991387122555783,0.7254705931011,0.7165442843186228,0.6848892324849178,0.6839344225431744,0.6809261008312828,0.6889773989978589,0.6980424749223809,0.6880148824892546,0.6856534361839295
valid_acc,0.54736847,0.54736847,0.5263158,0.5368421,0.5894737,0.56842107,0.57894737,0.6105263,0.5894737,0.6,0.6105263,0.5894737,0.57894737,0.57894737,0.5894737,0.5894737,0.6,0.6105263,0.6,0.6105263,0.6105263,0.6210527,0.631579,0.6105263,0.6526316,0.631579,0.66315794,0.66315794
