,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
train_loss,1.3087973879416461,1.2053659580014495,0.9054209174897506,0.9371938664420896,0.8488209990837313,0.8372178524129303,0.9014384616241764,0.7929400560344279,0.6635576329733196,0.7058043195168499,0.6428760266014439,0.6733445196981854,0.6448887736208526,0.5685039607860781,0.5820811178520141,0.5832194422903331,0.5287579330596847,0.5135743692818924,0.4848591436741323,0.4265273265269121,0.4415035068023543,0.4340520069184091,0.4408905853626699,0.44539323786974916,0.397640350979832,0.4085428752155922,0.42734095393887417
train_acc,0.4817814,0.5303644,0.5910931,0.5546559,0.61133605,0.6234818,0.58299595,0.64777327,0.6720648,0.67611337,0.6680162,0.71255064,0.7246964,0.70850205,0.757085,0.7408907,0.7651822,0.77732795,0.7692308,0.80566806,0.7854251,0.8137652,0.7692308,0.80566806,0.8340081,0.8340081,0.7975709
valid_loss,0.8705763371191292,0.7955571162366422,0.7450014274811076,0.7174714786984097,0.700790154042645,0.6966061809352625,0.6961472028883818,0.699305234111358,0.6951355070711296,0.6990100173192604,0.7089469371555007,0.7010407575937075,0.6808701491801539,0.6743950983074224,0.673361906381411,0.6827739972934544,0.6682435736477932,0.6529297449878443,0.6488468452034709,0.6635508063797638,0.6592821551260547,0.6427830062179922,0.6427002922396794,0.6448828733970071,0.6459295588119007,0.6445745368984258,0.6451539447374433
valid_acc,0.57009345,0.57009345,0.57009345,0.6074766,0.5981308,0.635514,0.6261682,0.6074766,0.6074766,0.6635514,0.65420556,0.6635514,0.6261682,0.6168224,0.635514,0.67289716,0.6635514,0.65420556,0.682243,0.7009345,0.7009345,0.682243,0.69158876,0.682243,0.682243,0.682243,0.7009345
