,0,1,2,3,4,5,6,7
train_loss,1.1819987573623658,1.076961483001709,0.938314754486084,0.9659461708068847,0.9537156372070312,0.8124811735153198,0.84671932554245,0.8146857199668884
train_acc,0.512,0.528,0.592,0.56,0.58400005,0.60800004,0.596,0.61200005
valid_loss,0.7644515015460827,0.7513789755326731,0.7490236560503641,0.7437240856665152,0.7456004862432126,0.7452184513763145,0.7775197360250685,0.8117043287665756
valid_acc,0.5648148,0.537037,0.5462963,0.5462963,0.5555556,0.5833333,0.5833333,0.6018519
