,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
train_loss,1.07098483343194,1.0902891450554786,1.0934218451054427,1.033944888706625,0.9753385756137597,0.8685105094944474,0.797949964112609,0.9111740075758774,0.7606040513428458,0.8061189386096314,0.8088846580825583,0.6463753145976658,0.5790697257884228,0.672273595837781,0.5911669398311281,0.6595262758923273
train_acc,0.54744524,0.5328467,0.52554744,0.540146,0.57664233,0.5839416,0.63503647,0.57664233,0.620438,0.63503647,0.5693431,0.649635,0.7591241,0.67153287,0.73722625,0.68613136
valid_loss,1.0570417642593384,0.8122068047523499,0.7518309354782104,0.7389398813247681,0.7298040986061096,0.7208154797554016,0.7124841809272766,0.7218946218490601,0.7263005971908569,0.6966052055358887,0.6926349997520447,0.6900647878646851,0.6968214511871338,0.7141377329826355,0.7169046998023987,0.7198153138160706
valid_acc,0.5254237,0.55932206,0.47457626,0.4915254,0.4915254,0.4915254,0.6440678,0.62711865,0.6440678,0.6440678,0.5423729,0.59322035,0.5423729,0.5254237,0.5254237,0.5254237
