,0,1,2
train_loss,0.7476858831640345,0.7363693766133436,0.736872550705883
train_acc,0.5311526,0.5267913,0.50841117
valid_loss,0.7002910278564276,0.7083763147509375,0.7061752815579259
valid_acc,0.5334302,0.5363372,0.5530523
