,0,1,2
train_loss,0.7450963702900016,0.739189511890352,0.7400514763835063
train_acc,0.5071651,0.5080997,0.5056075
valid_loss,0.6966155115948167,0.7077079054921173,0.7094422759011735
valid_acc,0.52761626,0.52543604,0.528343
