,0,1,2
train_loss,0.7256747748144541,0.7256748870607546,0.7248325100732506
train_acc,0.5333333,0.51620793,0.5201835
valid_loss,0.6915597951361184,0.6998595582605599,0.7046980516886745
valid_acc,0.5242511,0.54636234,0.5370899
