run_id,best_epoch,best_valid_loss,best_valid_acc,final_train_loss,final_train_acc
1,1,0.7002910278564276,0.5530523,0.736872550705883,0.50841117
2,1,0.6949612595314203,0.5494186,0.7274144508014215,0.52180684
3,1,0.6966155115948167,0.528343,0.7400514763835063,0.5056075
4,1,0.6970486848853356,0.52252907,0.7162487826986105,0.5386293
5,1,0.6974884119144705,0.5363372,0.7248138930567328,0.52180684
