,0,1,2
train_loss,0.7406967743906276,0.7299291990256384,0.7248138930567328
train_acc,0.511838,0.52710277,0.52180684
valid_loss,0.6974884119144705,0.7003759381382965,0.6975081798642181
valid_acc,0.5290698,0.53197676,0.5363372
