,0,1,2
train_loss,0.7290774145601695,0.7376731081543682,0.7274144508014215
train_acc,0.5252336,0.51277256,0.52180684
valid_loss,0.6949612595314203,0.7080303901849792,0.7052478471467661
valid_acc,0.5494186,0.5414244,0.5247093
