,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
train_loss,0.7044649854092195,0.6800983950499686,0.6570649449578428,0.6305599347498622,0.6012362961062162,0.5824291939934676,0.5618185570717873,0.5409184075398175,0.5310048171107618,0.5121740747361162,0.5032721776371469,0.488680847439323,0.4846442995678722,0.46665298071731304,0.4530460966896243,0.444856460579285,0.4438749363376703,0.43718073097257687,0.42066740009230696,0.42244726764511675,0.4124180055502282,0.4051343604212338,0.40092706380450155,0.39307568969325496
train_acc,0.60340697,0.6111259,0.6265637,0.6577056,0.6963002,0.7157306,0.73941976,0.7623103,0.7793452,0.79691243,0.8059622,0.8253926,0.83098215,0.8544051,0.8687782,0.87702954,0.87676334,0.88474846,0.90870374,0.9009848,0.9145595,0.9222784,0.92520624,0.9369177
valid_loss,0.6684418769448089,0.6573890019173507,0.6518601474371258,0.6445419080208578,0.6586205858684044,0.6266368062210557,0.6185198356319406,0.6127602279297244,0.6143058385262942,0.5982015899143776,0.6090504082369553,0.5868123665054269,0.5855097556099398,0.5758129419709199,0.5717852307653516,0.5666930709175262,0.5636960964333115,0.5585167636640467,0.5562336893277018,0.5623954530830786,0.5512112156342898,0.5455145865475295,0.5522826152658847,0.5466949051022899
valid_acc,0.64307886,0.6443203,0.63873374,0.64121664,0.61080074,0.6722533,0.6828057,0.67287403,0.6753569,0.6952204,0.6815643,0.71135944,0.7132216,0.7324643,0.7324643,0.73805094,0.74239606,0.751707,0.751707,0.74239606,0.75418997,0.75791436,0.7473619,0.76101804
